,tweet_norm_case_labelling,score_tweet_labelling,sentiment,sentiment_score,tweet,date,username,tweet_case_norm,tweet_text_prepocessing_stem,tweet_text_prepocessing_nostem,sentiment_predict
478,bang ini kok tv saya tidak bisa buat nonton live tv iya minggu lalu sudah lapor ke tapi tidak ada tindaklanjut tautau telpon apakah kendalanya sudah teratasi bapak lha sing ngatasi sinten cobo,4,positive,1,"Bang @IndiHomeCare @IndiHome @UseeTVcom , ini kok TV saya tidak bisa buat nonton live tv ya? Minggu lalu sudah lapor ke 147 tapi ndak ada tindaklanjut, tautau telpon ""apakah kendalanya sudah teratasi Bapak?"" Lha sing ngatasi sinten cobo 😮‍💨",2023-02-20 14:15:27+00:00,ilham_adhi,bang ini kok tv saya tidak bisa buat nonton live tv iya minggu lalu sudah lapor ke tapi tidak ada tindaklanjut tautau telpon apakah kendalanya sudah teratasi bapak lha sing ngatasi sinten cobo,bang tv nonton live tv minggu lapor tindaklanjut tautau telpon kendala atas lha sing ngatasi sinten cobo,bang tv nonton live tv minggu lapor tindaklanjut tautau telpon kendalanya teratasi lha sing ngatasi sinten cobo,1
479,kenapa iya makin tidak nyaman saja nonton tv on demand dari suka mati tadinya kupikir sekali saja begitu tapi tnyt setiap muter tv on demand slalu saja jejadian seperti gitu bkenapaimana ini,-11,negative,0,"Kenapa ya makin gak nyaman aja nonton TV on Demand dari @indihome? Suka putus2, tadinya kupikir sekali aja begitu, tapi tnyt setiap muter TV on Demand slalu aja jejadian kyk gitu. Gimana nih @IndiHomeCare ?",2023-02-20 05:38:48+00:00,fourinabambina,kenapa iya makin tidak nyaman saja nonton tv on demand dari suka mati tadinya kupikir sekali saja begitu tapi tnyt setiap muter tv on demand slalu saja jejadian seperti gitu bkenapaimana ini,nyaman nonton tv on demand suka mati pikir tnyt muter tv on demand slalu jejadian gitu,nyaman nonton tv on demand suka mati kupikir tnyt muter tv on demand slalu jejadian gitu,1
480,ini channel tv di indohome k blank iya buka youtube bisa,0,positive,1,Ini channel tv di indohome kok blank ya? Buka YouTube bisa @IndiHome @IndiHomeCare @UseeTVcom,2023-02-16 13:40:59+00:00,ruang_bacot,ini channel tv di indohome k blank iya buka youtube bisa,channel tv indohome blank buka youtube,channel tv indohome blank buka youtube,1
481,ganti rugi internet dan tv mati dari pagi ganti rugi pakai paket data pribadi ganti rugi biaya telepon ganti rugi ketidaknyamanan cc,-25,negative,0,"1. Ganti rugi internet dan tv mati dari pagi
2. Ganti rugi pakai paket data pribadi
3. Ganti rugi biaya telp
4. Ganti rugi ketidaknyamanan

Cc @IndiHomeCare @IndiHome @Telkomsel @TelkomIndonesia @jokowi @erickthohir",2023-02-13 15:56:51+00:00,PojokHAM,ganti rugi internet dan tv mati dari pagi ganti rugi pakai paket data pribadi ganti rugi biaya telepon ganti rugi ketidaknyamanan cc,ganti rugi internet tv mati pagi ganti rugi pakai paket data pribadi ganti rugi biaya telepon ganti rugi ketidaknyamanan cc,ganti rugi internet tv mati pagi ganti rugi pakai paket data pribadi ganti rugi biaya telepon ganti rugi ketidaknyamanan cc,0
482,hadehhhh kenapa sih masalah terus tidak tv tidak internet kacau habis bulan ini bayar lgs minta mati,-19,negative,0,hadehhhh @IndiHome @IndiHomeCare  … kenapa sih ? problem terus. gak tv gak internet kacau .. abis bulan ini bayar .. lgs minta putus !!!!,2023-02-08 17:25:24+00:00,Aisya_archer,hadehhhh kenapa sih masalah terus tidak tv tidak internet kacau habis bulan ini bayar lgs minta mati,hadehhhh tv internet kacau habis bayar lgs mati,hadehhhh tv internet kacau habis bayar lgs mati,0
483,p kenapaa tayangan tv nya selalu ngeglitch gini sih ngeganggu pllssss,0,positive,1,p @indihome kenapaa tayangan tv nya selalu ngeglitch gini sih ngeganggu pllssss,2023-01-29 12:08:01+00:00,taeslymit,p kenapaa tayangan tv nya selalu ngeglitch gini sih ngeganggu pllssss,kenapaa tayang tv ngeglitch gin ngeganggu pllssss,kenapaa tayangan tv ngeglitch gini ngeganggu pllssss,0
484,saudara laki-laki bisa cek jaringan kalian tidak nonton tv saja ngadet,-10,negative,0,"Bro, bisa cek jaringan kalian gak? Nonton tv aja ngadet2! @IndiHome @IndiHomeCare",2023-01-28 08:31:00+00:00,PrilaPatra,saudara laki-laki bisa cek jaringan kalian tidak nonton tv saja ngadet,saudara laki cek jaring nonton tv ngadet,saudara laki-laki cek jaringan nonton tv ngadet,0
485,hai kenapa hari ini layanan tv tidak ada gmbar sama sekali disemua channel dan suara berdecit baru minggu lalu lapor masa sekarang lapor lagi,10,positive,1,"Hi @IndiHomeCare @IndiHome knapa hari ini layanan tv tidak ada gmbar sama sekali disemua channel dan suara berdecit.. baru minggu lalu lapor, masa skrg lapor lagi..",2023-01-24 23:15:38+00:00,ncusarie,hai kenapa hari ini layanan tv tidak ada gmbar sama sekali disemua channel dan suara berdecit baru minggu lalu lapor masa sekarang lapor lagi,layan tv gmbar semua channel suara decit minggu lapor lapor,layanan tv gmbar disemua channel suara berdecit minggu lapor lapor,1
486,sudah tengah malam nape lagi sih woyy jaringan kamu tiba tidak internet connection internet tidak bisa tv juga bisa woooyyy lokasi surabaya check lah kenapa ini masalah,-15,negative,0,Udah tengah malem nape lagi sih woyy jaringan lo tiba2 no internet connection!! Wifi gak bisa tv jg bisa woooyyy @IndiHome @IndiHomeCare lokasi surabaya !!! Check lah knp nih trouble,2023-01-24 17:29:24+00:00,telurdinoo,sudah tengah malam nape lagi sih woyy jaringan kamu tiba tidak internet connection internet tidak bisa tv juga bisa woooyyy lokasi surabaya check lah kenapa ini masalah,malam nape woyy jaring internet connection internet tv woooyyy lokasi surabaya check,malam nape woyy jaringan internet connection internet tv woooyyy lokasi surabaya check,1
487,indihome bkenapaimana sih ini internet sudah dibayar dari dua hari yang lalu tapi tv di rumah tidak bisabisa jelek banget bayar disuruh cepat tapi giliran sudah dibayar banyak yang tidak benar,-13,negative,0,"Indihome gimana sih ini WiFi udah dibayar dari dua hari yang lalu tapi TV di rumah gak bisa-bisa?! Jelek banget, bayar disuruh cepet tapi giliran udah dibayar banyak yang gak bener @IndiHomeCare @IndiHome",2023-01-22 04:32:16+00:00,laranamarara,indihome bkenapaimana sih ini internet sudah dibayar dari dua hari yang lalu tapi tv di rumah tidak bisabisa jelek banget bayar disuruh cepat tapi giliran sudah dibayar banyak yang tidak benar,indihome internet bayar tv rumah bisabisa jelek banget bayar suruh cepat gilir bayar,indihome internet dibayar tv rumah bisabisa jelek banget bayar disuruh cepat giliran dibayar,0
488,halo kak kenapa net tv tidak bisa di tonton dan hilang mau nonton net tv di tv on demand juga tidak ada tolong dong ini bkenapaimana iya,-8,negative,0,"Halo kak, kenapa NET TV tidak bisa di tonton dan HILANG. mau nonton net tv di tv on demand juga tidak ada. Tolong dong ini gimana ya @IndiHomeCare @IndiHome",2023-01-16 15:28:22+00:00,dewisekarrum,halo kak kenapa net tv tidak bisa di tonton dan hilang mau nonton net tv di tv on demand juga tidak ada tolong dong ini bkenapaimana iya,halo net tv tonton hilang nonton net tv tv on demand tolong,halo net tv tonton hilang nonton net tv tv on demand tolong,1
489,halo mau tanya kalau ingin ubah paket bagaimana iya saya tidak ingin pakai paket tv lagi nuhun,1,positive,1,Hallo @IndiHome. Mau tanya kalau ingin ubah paket bagaimana ya? Saya tidak ingin pakai paket TV lagi. Nuhun,2023-01-16 06:23:37+00:00,alamsyahtupig,halo mau tanya kalau ingin ubah paket bagaimana iya saya tidak ingin pakai paket tv lagi nuhun,halo ubah paket pakai paket tv nuhun,halo ubah paket pakai paket tv nuhun,1
490,kenapa sih sekarang indihome super duper lambat banget modem nya ada di ruang tv cuma langkah sm kamar tapi tidak nyampe ke kamar lama gabti provider deh,-13,negative,0,Kenapa sih skg indihome super duper lemot banget! Modem nya ada di ruang tv cuma 5 langkah sm kamar tp ga nyampe ke kamar!! @indihome lama2 gabti provider deh,2023-01-13 01:54:41+00:00,syivafitriaa,kenapa sih sekarang indihome super duper lambat banget modem nya ada di ruang tv cuma langkah sm kamar tapi tidak nyampe ke kamar lama gabti provider deh,indihome super duper lambat banget modem ruang tv langkah sm kamar nyampe kamar gabti provider,indihome super duper lambat banget modem ruang tv langkah sm kamar nyampe kamar gabti provider,0
491,memang keterlaluan ini mau nambah paket channel tv saja susah banget sudah melalui menu di tv telepon atau lewat cs wa semua nya tidak ada yang bisa parah banget system nya,-15,negative,0,"Memang keterlaluan ini @IndiHome.mau nambah paket channel tv aja susah banget. Udah melalui menu di tv, telp 147, atau lewat cs WA semua nya gak ada yg bisa. Parah bgt system nya. @IndiHomeCare",2023-01-09 23:47:43+00:00,EmirzaBig,memang keterlaluan ini mau nambah paket channel tv saja susah banget sudah melalui menu di tv telepon atau lewat cs wa semua nya tidak ada yang bisa parah banget system nya,nambah paket channel tv susah banget menu tv telepon cs wa parah banget system,nambah paket channel tv susah banget menu tv telepon cs wa parah banget system,1
492,halo mohon bantuan untuk proses berhenti berlangganan layanan indihome tv,7,positive,1,Halo @IndiHome mohon bantuan utk proses berhenti berlangganan layanan indihome tv,2023-01-06 23:49:34+00:00,Karapay_zr,halo mohon bantuan untuk proses berhenti berlangganan layanan indihome tv,halo mohon bantu proses henti langgan layan indihome tv,halo mohon bantuan proses berhenti berlangganan layanan indihome tv,1
493,kenapa semenjak tahun baru tv dan internet jadi lambat sekali kali ini kecepatan hanya mbps yang biasanya sekitar mbps saya paket mbps,-9,negative,0,Kenapa semenjak tahun baru @IndiHome tv dan internet jadi lemot sekali.. kali ini kecepatan hanya 0.5 mbps yg biasanya sekitar 40-55 mbps (saya paket mbps) @Smart_Bisnis,2023-01-06 04:27:46+00:00,nusawarna,kenapa semenjak tahun baru tv dan internet jadi lambat sekali kali ini kecepatan hanya mbps yang biasanya sekitar mbps saya paket mbps,semenjak tv internet lambat kali cepat mbps mbps paket mbps,semenjak tv internet lambat kali kecepatan mbps mbps paket mbps,1
494,halo indihome mau gangguan sampai kapan saya gk bisa nonton tv cokkk jancok,0,positive,1,"HALLO INDIHOME MAU ERROR SAMPE KAPAN,,,, SY GK BISA NONTON TV COKKK JANCOK @IndiHome",2023-01-05 05:45:30+00:00,digidaw_gaming,halo indihome mau gangguan sampai kapan saya gk bisa nonton tv cokkk jancok,halo indihome ganggu gk nonton tv cokkk jancok,halo indihome gangguan gk nonton tv cokkk jancok,1
495,kena tipu menjelang tahun baru kronologi tanggal desember terima telepon dari sales indihome kalau w dapat program benefit penambahan kecepatan dari mbps jadi mbps dengan tambahan biaya idr dan set top box usee tv,5,positive,1,"kena tipu @IndiHome menjelang tahun baru.

kronologi

tgl 30 desember terima tlp dari sales indihome kalau w dapet program benefit penambahan kecepatan dari 20 mbps jadi 30 mbps dengan tambahan biaya idr 6000 dan set top box usee tv.",2022-12-31 14:45:03+00:00,xioodz,kena tipu menjelang tahun baru kronologi tanggal desember terima telepon dari sales indihome kalau w dapat program benefit penambahan kecepatan dari mbps jadi mbps dengan tambahan biaya idr dan set top box usee tv,kena tipu jelang kronologi tanggal desember terima telepon sales indihome w program benefit tambah cepat mbps mbps tambah biaya idr set top box tv,kena tipu menjelang kronologi tanggal desember terima telepon sales indihome w program benefit penambahan kecepatan mbps mbps tambahan biaya idr set top box tv,1
496,dear kenapa layanannya berbanding terbalik dengan reputasi nya data tidak sinkron dengan data langsung di lapangan sudah usee tv nya tidak bisa nonton langsung sudah di pergi tapi layanan masih harga lama yang include tv,-8,negative,0,Dear @IndiHome @IndiHomeCare kenapa layanannya berbanding terbalik dengan reputasi nya? Data gak sinkron dengan data langsung di lapangan? Udah USee TV nya ga bisa nonton langsung. Udah di cabut tapi layanan masih harga lama yg include TV 🤯🤯🤯,2022-12-30 13:25:02+00:00,manfaluthy_,dear kenapa layanannya berbanding terbalik dengan reputasi nya data tidak sinkron dengan data langsung di lapangan sudah usee tv nya tidak bisa nonton langsung sudah di pergi tapi layanan masih harga lama yang include tv,dear layan banding balik reputasi data sinkron data langsung lapang tv nonton langsung pergi layan harga include tv,dear layanannya berbanding terbalik reputasi data sinkron data langsung lapangan tv nonton langsung pergi layanan harga include tv,0
497,nambah layanan tv di k lama banget si sudah hari kamu tidak ada nfirmasi kejelasannya bisa atau enggaknya blasssbablassss,0,positive,1,"nambah layanan tv di @IndiHome kok lama banget si..... udah 5 hari lo, tidak ada konfirmasi kejelasannya bisa atau enggaknya. blasss...bablassss.. @IndiHomeCare @UseeTVcom",2022-12-29 11:56:38+00:00,SofaYuliawan,nambah layanan tv di k lama banget si sudah hari kamu tidak ada nfirmasi kejelasannya bisa atau enggaknya blasssbablassss,nambah layan tv banget nfirmasi jelas blasssbablassss,nambah layanan tv banget nfirmasi kejelasannya blasssbablassss,1
498,tv dirumah saya tidak ada sinyal terus padahal tidak ada lampunya yang merah sudah hari seperti ini bkenapaimana iya solusinya,-12,negative,0,tv dirumah saya tidak ada sinyal terus padahal tidak ada lampunya yg merah. sudah 4 hari seperti ini. bagaimana ya solusinya @IndiHomeCare @IndiHome,2022-12-28 06:01:52+00:00,iamdinpar,tv dirumah saya tidak ada sinyal terus padahal tidak ada lampunya yang merah sudah hari seperti ini bkenapaimana iya solusinya,tv rumah sinyal lampu merah solusi,tv dirumah sinyal lampunya merah solusinya,1
499,masalahnya jarang nonton tv baru mau nonton bola si berbayar semua dari vidio sekarang rcti jadi vision pantes si babe kalau mau nonton bilang ribet auto pindah kelain hati,-8,negative,0,"Masalahnya jarang nonton tv.. Baru mau nonton bola, si @IndiHome berbayar semua.. Dari vidio, sekarang rcti jadi vision+.. Pantes si babe, kalo mau nonton bilang ribet.. Auto pindah kelain hati..",2022-12-27 06:38:15+00:00,ikasriumiyanti,masalahnya jarang nonton tv baru mau nonton bola si berbayar semua dari vidio sekarang rcti jadi vision pantes si babe kalau mau nonton bilang ribet auto pindah kelain hati,jarang nonton tv nonton bola bayar vidio rcti vision pantes babe nonton bilang ribet auto pindah lain hati,jarang nonton tv nonton bola berbayar vidio rcti vision+ pantes babe nonton bilang ribet auto pindah kelain hati,1
500,tv saya tidak bisa di akses gangguan melulu tiap habis bayar kenapa ya,-7,negative,0,Tv saya gabisa di akses error mulu tiap abis bayar knp y @IndiHome,2022-12-22 13:28:07+00:00,aisyahanitp,tv saya tidak bisa di akses gangguan melulu tiap habis bayar kenapa ya,tv akses ganggu melulu habis bayar,tv akses gangguan melulu habis bayar,0
501,haloo kenapa layanan tv tidak bisa iya dan ada keterangan layanan sedang diisolir disuruh lakukan pembayaran padahal tagihan sudah terbayar yang tidak bisa cuma tv saja internet lancar,-10,negative,0,"Haloo @IndiHome , kenapa layanan TV nggak bisa ya? Dan ada keterangan layanan sedang diisolir, disuruh lakukan pembayaran, padahal tagihan sudah terbayar. Yang nggak bisa cuma TV aja, internet lancar.",2022-12-22 09:48:58+00:00,hiiprayy,haloo kenapa layanan tv tidak bisa iya dan ada keterangan layanan sedang diisolir disuruh lakukan pembayaran padahal tagihan sudah terbayar yang tidak bisa cuma tv saja internet lancar,haloo layan tv terang layan isolir suruh laku bayar tagih bayar tv internet lancar,haloo layanan tv keterangan layanan diisolir disuruh lakukan pembayaran tagihan terbayar tv internet lancar,1
502,siang kak mau tanya set box tv indihome apa bisa dibuat tv,1,positive,1,Siang kak mau tanya set box tv indihome apa bisa dibuat  2 tv ? @IndiHomeCare @IndiHome @UseeTVcom,2022-12-22 07:00:34+00:00,Herman08470534,siang kak mau tanya set box tv indihome apa bisa dibuat tv,siang set box tv indihome tv,siang set box tv indihome tv,0
503,tadi internet yang masalah sekarang tv ikutan masalah sabaarrrr,-12,negative,0,"Tadi wifi yg masalah, skrg TV ikutan masalah.. sabaarrrr @IndiHome",2022-12-21 10:32:02+00:00,greenyMoi,tadi internet yang masalah sekarang tv ikutan masalah sabaarrrr,internet tv ikut sabaarrrr,internet tv ikutan sabaarrrr,1
504,selamat pagi kak boleh minta tolong refresh jaringan wifinya kak dikarenakan wifi nya tidak bisa tersambung ke hp dan laptop tapi untuk ke smart tv bisa tersambung kak,4,positive,1,"Selamat pagi kak @IndiHome @IndiHomeCare 
Boleh minta tolong refresh jaringan wifinya kak? Dikarenakan wifi nya tidak bisa tersambung ke hp dan laptop tapi untuk ke smart tv bisa tersambung kak",2022-12-20 01:15:35+00:00,aigoo_alya,selamat pagi kak boleh minta tolong refresh jaringan wifinya kak dikarenakan wifi nya tidak bisa tersambung ke hp dan laptop tapi untuk ke smart tv bisa tersambung kak,selamat pagi tolong refresh jaring wifinya wifi sambung hp laptop smart tv sambung,selamat pagi tolong refresh jaringan wifinya wifi tersambung hp laptop smart tv tersambung,1
505,admin tiba tiba ada tulisan di tv stb alamat ip tidak ditemukantrs lagi nonton di hotstar tiba tiba mati nyoba yutub spotify dan lain lain juga tidak bisa tolong admin,-20,negative,0,"min tbtb ada tulisan di tv stb alamat ip tidak ditemukan,trs lagi nonton di hotstar tbtb mati, nyoba yutub spotify dll jg gabisa tolong min @IndiHomeCare @IndiHome",2022-12-17 03:16:42+00:00,cornvdog,admin tiba tiba ada tulisan di tv stb alamat ip tidak ditemukantrs lagi nonton di hotstar tiba tiba mati nyoba yutub spotify dan lain lain juga tidak bisa tolong admin,admin tulis tv stb alamat ip ditemukantrs nonton hotstar mati nyoba yutub spotify tolong admin,admin tulisan tv stb alamat ip ditemukantrs nonton hotstar mati nyoba yutub spotify tolong admin,0
